AIGroupID	AIBehID	AIBehaviorName	ParamString	CheckFSMLock	TickInv	SceneEvent
23	5	AIDoSkillByID	SkillID:5009,SkillTime:800	1	300	0
50	0	AIDoSkillByID	SkillID:60002	1	300	0
50	1	AIDoChase	0	1	300	0
50	2	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
50	3	AIDoPatrol	Range:10,fSpeed:4	1	300	0
50	4	AICircuity	waitTime:0	1	300	0
51	0	AIDoSkillByID	SkillID:60003	1	300	0
51	1	AIDoSkillByID	SkillID:60002	1	300	0
51	2	AIDoChase	0	1	300	0
51	3	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
51	4	AIDoPatrol	Range:10,fSpeed:4	1	300	0
51	5	AICircuity	waitTime:0	1	300	0
52	0	AIDoSkillByID	SkillID:5002	1	300	0
52	1	AIDoSkillByID	SkillID:5002	1	300	0
52	2	AIDoSkillByID	SkillID:5002	1	300	0
52	3	AIDoChase	0	1	300	0
52	4	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
52	5	AIDoPatrol	Range:10,fSpeed:4	1	300	0
53	0	AIDoSkillByID	SkillID:60007	1	300	0
53	1	AIDoSkillByID	SkillID:60006	1	300	0
53	2	AIDoSkillByID	SkillID:60005	1	300	0
53	3	AIDoChase	0	1	300	0
53	4	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
53	5	AIDoPatrol	Range:10,fSpeed:4	1	300	0
53	6	AICircuity	waitTime:0	1	300	0
54	0	AIAddMonster_RandomRange	MonsterID:X,fRadis:3,NeedRandom:(2,2)	1	300	0
54	1	AIDoSkillByID	SkillID:5002	1	300	0
54	2	AIDoChase	0	1	300	0
54	3	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
54	4	AIDoPatrol	Range:10,fSpeed:4	1	300	0
55	0	AIDoSkillByID	SkillID:5002	1	300	0
55	1	AIDoSkillByID	SkillID:5002	1	300	0
55	2	AIDoChase	0	1	300	0
55	3	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
55	4	AIDoPatrol	Range:10,fSpeed:4	1	300	0
60	0	AIDestroySelf	-1	1	300	0
60	1	AIFollow	Range:5,fSpeed:5	1	300	0
60	2	AIDoSkillByID	SkillID:5002	1	300	0
60	3	AIDoChase	0	1	300	0
61	0	AIDestroySelf	-1	1	300	0
61	1	AIFollow	Range:5,fSpeed:5	1	300	0
61	2	AIDoSkillByID	SkillID:5002	1	300	0
61	3	AIDoSkillByID	SkillID:5002	1	300	0
61	4	AIDoChase	0	1	300	0
62	0	AIDestroySelf	-1	1	300	0
62	1	AIFollow	Range:5,fSpeed:5	1	300	0
62	2	AIDoSkillByID	SkillID:5002	1	300	0
62	3	AIDoSkillByID	SkillID:5002	1	300	0
62	4	AIDoChase	0	1	300	0
63	0	AIDoSkillByID	SkillID:60001	1	300	0
63	1	AIDoSkillByID	SkillID:60002	1	300	0
63	2	AIDoChase	0	1	300	0
63	3	AICircuity	waitTime:0	1	300	0
56	0	AIDoRandomSkill	SkillID1:60022,Weight1:1,SkillID2:60023,Weight2:1	1	300	0
56	1	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
57	0	AIDoSkillByID	SkillID:60025	1	300	0
57	1	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
58	0	AIDoComboSkill	SkillID1:60011,WaitTime1:0,SkillID2:60012,WaitTime2:1100,SkillID3:60014,WaitTime3:2700	1	300	0
58	1	AICircuity	0	1	300	0
58	2	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
59	0	AIDoChase	0	1	300	0
59	1	AIDoSkillByID	SkillID:60015	1	300	0
59	2	AICircuity	waitTime:500,minDis:3,maxDis:7	1	300	0
59	3	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
700	0	AIDoChase	0	1	300	0
700	1	AIDoSkillByID	SkillID:60002,SkillTime:2000	1	300	0
700	2	AICircuity	0	1	300	0
64	0	AIDoComboSkill	SkillID1:60011,WaitTime1:0,SkillID2:60013,WaitTime2:1100	1	300	0
701	0	AIDoComboSkill	SkillID1:70000,WaitTime1:0,SkillID2:0,WaitTime2:5000	1	300	0
701	1	AIDestroySelf	0	1	300	0
201	0	AIDoChase	0	1	300	0
201	3	AIDoSkillByID	SkillID:60010	1	300	0
202	0	AIDoChase	0	1	300	0
202	3	AIDoSkillByID	SkillID:60010	1	300	0
202	4	AICircuity	waitTime:500,minDis:2,maxDis:4	1	300	0
203	0	AIDoChase	UseRandomPos:1	1	300	0
203	1	AIDoSkillByID	SkillID:60013	1	300	0
203	6	AIDoSkillByID	SkillID:60010	1	300	0
203	7	AICircuity	waitTime:500,minDis:2,maxDis:4	1	300	0
203	8	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
203	9	AIDoPatrol	Range:5,fSpeed:3	1	300	0
1001	0	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60019,WaitTime2:500,SkillID3:60021,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	100	1
1001	1	AICircuity	waitTime:500,minDis:5,maxDis:7	1	300	0
1001	2	AIDoSkillByID	SkillID:60016	1	300	0
1001	3	AIDoChase	0	1	300	0
1001	4	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60024,WaitTime2:500,SkillID3:60020,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	300	0
1001	5	AIDoRandomSkill	SkillID1:60022,Weight1:1,SkillID2:60023,Weight2:1	1	300	0
1001	6	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60017,WaitTime2:500,SkillID3:0,WaitTime3:1633	1	300	0
1001	7	AIDoSkillByID	SkillID:60015	1	300	0
1001	8	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
1001	9	AIDoPatrol	Range:10,fSpeed:4	1	300	0
601	0	AIDoChase	0	1	300	0
601	1	AIDoSkillByID	SkillID:60113	1	300	0
601	2	AIDoSkillByID	SkillID:60125	1	300	0
602	0	AIEscapeFromSkill	TargetID:100003,SkillID:60024,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
602	1	AIEscapeFromSkill	TargetID:100005,SkillID:60027,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
602	2	AIEscapeFromSkill	TargetID:100005,SkillID:60038,MinEscapeTime:1000,MaxEscapeTime:1000	1	300	0
602	3	AIDoChase	0	1	300	0
602	4	AIDoSkillByID	SkillID:60116	1	300	0
602	5	AIDoSkillByID	SkillID:60124	1	300	0
602	6	AIDoSkillByID	SkillID:60114	1	300	0
602	7	AIRunAway	waitTime:1000	1	300	0
603	0	AIDoSkillByID	SkillID:70630	1	300	0
603	1	AIDoChase	0	1	300	0
603	2	AIDoSkillByID	SkillID:70620	1	300	0
603	3	AIDoSkillByID	SkillID:70610	1	300	0
603	4	AIDoComboSkill	SkillID1:10603,WaitTime1:0,TurnToTarget1:1,SkillID2:10604,WaitTime2:300,TurnToTarget2:1,SkillID3:0,WaitTime3:1005	1	300	0
603	5	AIDoComboSkill	SkillID1:10601,WaitTime1:0,TurnToTarget1:1,SkillID2:10602,WaitTime2:450,TurnToTarget2:1,SkillID3:0,WaitTime3:420	1	300	0
1002	0	AIDoSkillByID	SkillID:60025	1	300	1
1002	1	AIDoChase	0	1	300	0
1002	2	AIDoSkillByID	SkillID:60025	1	300	0
1002	3	AICircuity	waitTime:500,minDis:3,maxDis:7	1	300	0
1002	4	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
1002	5	AIDoPatrol	Range:10,fSpeed:4	1	300	0
702	0	AIDoSkillByID	SkillID:70001	1	300	0
1003	0	AIDoSkillByID	SkillID:60030	1	100	1
1003	1	AIDoSkillByID	SkillID:60025	1	300	0
1003	2	AIDoSkillByID	SkillID:60026	1	300	0
1003	3	AIDoSkillByID	SkillID:60033	1	300	0
1003	4	AIDoComboSkill	SkillID1:60031,WaitTime1:0,SkillID2:60032,WaitTime2:700,SkillID3:60030,WaitTime3:2600,SkillID4:0,WaitTime4:3000	1	300	0
1003	5	AIDoRandomSkill	SkillID1:60034,Weight1:1,SkillID2:60035,Weight2:1	1	300	0
1003	6	AIDoSkillByID	SkillID:60036	1	300	0
1003	7	AIRunAway	waitTime:2000	1	300	0
1003	8	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	9	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	10	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	11	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	12	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	13	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	14	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	15	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	16	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	17	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	18	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	19	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	20	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	21	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	22	AITurnTo	ContentID:1,PointID:-1	1	300	0
1003	23	AISkillToPoint	SkillID:60027,ContentID:1,PointID:-1	1	300	0
1003	24	AITurnTo	ContentID:1,PointID:0	1	300	0
1003	25	AISkillToPoint	SkillID:60028,ContentID:1,PointID:0	1	300	0
1003	26	AITurnTo	ContentID:1,PointID:1	1	300	0
1003	27	AISkillToPoint	SkillID:60028,ContentID:1,PointID:1	1	300	0
1003	28	AITurnTo	ContentID:1,PointID:2	1	300	0
1003	29	AISkillToPoint	SkillID:60028,ContentID:1,PointID:2	1	300	0
1003	30	AITurnTo	ContentID:1,PointID:3	1	300	0
1003	31	AISkillToPoint	SkillID:60028,ContentID:1,PointID:3	1	300	0
1003	32	AITurnTo	ContentID:1,PointID:4	1	300	0
1003	33	AISkillToPoint	SkillID:60028,ContentID:1,PointID:4	1	300	0
1003	34	AITurnTo	ContentID:1,PointID:5	1	300	0
1003	35	AISkillToPoint	SkillID:60028,ContentID:1,PointID:5	1	300	0
1003	36	AITurnTo	ContentID:1,PointID:6	1	300	0
1003	37	AISkillToPoint	SkillID:60028,ContentID:1,PointID:6	1	300	0
1003	38	AITurnTo	ContentID:1,PointID:7	1	300	0
1003	39	AISkillToPoint	SkillID:60028,ContentID:1,PointID:7	1	300	0
1003	40	AITurnTo	ContentID:1,PointID:1	1	300	0
1003	41	AISkillToPoint	SkillID:60029,ContentID:1,PointID:1	1	300	0
1003	42	AITurnTo	ContentID:1,PointID:7	1	300	0
1003	43	AISkillToPoint	SkillID:60029,ContentID:1,PointID:7	1	300	0
1003	44	AITurnTo	ContentID:1,PointID:2	1	300	0
1003	45	AISkillToPoint	SkillID:60029,ContentID:1,PointID:2	1	300	0
1003	46	AITurnTo	ContentID:1,PointID:0	1	300	0
1003	47	AISkillToPoint	SkillID:60029,ContentID:1,PointID:0	1	300	0
1003	48	AITurnTo	ContentID:1,PointID:3	1	300	0
1003	49	AISkillToPoint	SkillID:60029,ContentID:1,PointID:3	1	300	0
1003	50	AITurnTo	ContentID:1,PointID:1	1	300	0
1003	51	AISkillToPoint	SkillID:60029,ContentID:1,PointID:1	1	300	0
1003	52	AITurnTo	ContentID:1,PointID:4	1	300	0
1003	53	AISkillToPoint	SkillID:60029,ContentID:1,PointID:4	1	300	0
1003	54	AITurnTo	ContentID:1,PointID:2	1	300	0
1003	55	AISkillToPoint	SkillID:60029,ContentID:1,PointID:2	1	300	0
1003	56	AITurnTo	ContentID:1,PointID:5	1	300	0
1003	57	AISkillToPoint	SkillID:60029,ContentID:1,PointID:5	1	300	0
1003	58	AITurnTo	ContentID:1,PointID:3	1	300	0
1003	59	AISkillToPoint	SkillID:60029,ContentID:1,PointID:3	1	300	0
1003	60	AITurnTo	ContentID:1,PointID:6	1	300	0
1003	61	AISkillToPoint	SkillID:60029,ContentID:1,PointID:6	1	300	0
1003	62	AITurnTo	ContentID:1,PointID:4	1	300	0
1003	63	AISkillToPoint	SkillID:60029,ContentID:1,PointID:4	1	300	0
1003	64	AITurnTo	ContentID:1,PointID:7	1	300	0
1003	65	AISkillToPoint	SkillID:60029,ContentID:1,PointID:7	1	300	0
1003	66	AITurnTo	ContentID:1,PointID:5	1	300	0
1003	67	AISkillToPoint	SkillID:60029,ContentID:1,PointID:5	1	300	0
1003	68	AITurnTo	ContentID:1,PointID:0	1	300	0
1003	69	AISkillToPoint	SkillID:60029,ContentID:1,PointID:0	1	300	0
1003	70	AITurnTo	ContentID:1,PointID:6	1	300	0
1003	71	AISkillToPoint	SkillID:60029,ContentID:1,PointID:6	1	300	0
1003	72	AIDoChase	0	1	300	0
1003	73	AICircuity	waitTime:500,minDis:4,maxDis:7	1	300	0
1004	0	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60019,WaitTime2:500,SkillID3:60021,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	100	1
1004	1	AIDestroySelf	0	1	300	0
1004	2	AICircuity	waitTime:500,minDis:5,maxDis:7	1	300	0
1004	3	AIDoSkillByID	SkillID:60016	1	300	0
1004	4	AIDoChase	0	1	300	0
1004	5	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60024,WaitTime2:500,SkillID3:60020,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	300	0
1004	6	AIDoRandomSkill	SkillID1:60022,Weight1:1,SkillID2:60023,Weight2:1	1	300	0
1004	7	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60017,WaitTime2:500,SkillID3:0,WaitTime3:1633	1	300	0
1004	8	AIDoComboSkill	SkillID:60015	1	300	0
1004	9	AIGoHome	BuffID:49997,fSpeed:5	1	300	0
1004	10	AIDoPatrol	Range:10,fSpeed:4	1	300	0
1005	0	AIDoSkillByID	SkillID:0	1	100	1
1005	1	AIDoSkillByID	SkillID:0	1	100	1
1005	2	AIDoSkillByID	SkillID:0	1	100	1
1005	3	AIDoComboSkill	SkillID1:60031,WaitTime1:0,SkillID2:60032,WaitTime2:700,SkillID3:60102,WaitTime3:2000,SkillID4:0,WaitTime4:3000	1	300	1
1005	4	AIDoRandomSkill	SkillID1:60034,Weight1:1,SkillID2:60035,Weight2:1	1	300	0
1005	5	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	6	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	7	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	8	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	9	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	10	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	11	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	12	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	13	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	14	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	15	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	16	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	17	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	18	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	19	AITurnTo	ContentID:1,PointID:13	1	300	1
1005	20	AISkillToPoint	SkillID:60027,ContentID:1,PointID:13,FrontDistance:0	1	300	0
1005	21	AITurnTo	ContentID:1,PointID:0	1	300	0
1005	22	AISkillToPoint	SkillID:60028,ContentID:1,PointID:0	1	300	1
1005	23	AITurnTo	ContentID:1,PointID:1	1	300	0
1005	24	AISkillToPoint	SkillID:60028,ContentID:1,PointID:1	1	300	1
1005	25	AITurnTo	ContentID:1,PointID:2	1	300	0
1005	26	AISkillToPoint	SkillID:60028,ContentID:1,PointID:2	1	300	1
1005	27	AITurnTo	ContentID:1,PointID:3	1	300	0
1005	28	AISkillToPoint	SkillID:60028,ContentID:1,PointID:3	1	300	1
1005	29	AITurnTo	ContentID:1,PointID:4	1	300	0
1005	30	AISkillToPoint	SkillID:60028,ContentID:1,PointID:4	1	300	1
1005	31	AITurnTo	ContentID:1,PointID:5	1	300	0
1005	32	AISkillToPoint	SkillID:60028,ContentID:1,PointID:5	1	300	1
1005	33	AITurnTo	ContentID:1,PointID:6	1	300	0
1005	34	AISkillToPoint	SkillID:60028,ContentID:1,PointID:6	1	300	1
1005	35	AITurnTo	ContentID:1,PointID:7	1	300	0
1005	36	AISkillToPoint	SkillID:60028,ContentID:1,PointID:7	1	300	1
1005	37	AITurnTo	ContentID:1,PointID:1	1	300	0
1005	38	AISkillToPoint	SkillID:60029,ContentID:1,PointID:1	1	300	1
1005	39	AITurnTo	ContentID:1,PointID:7	1	300	0
1005	40	AISkillToPoint	SkillID:60029,ContentID:1,PointID:7	1	300	1
1005	41	AITurnTo	ContentID:1,PointID:2	1	300	0
1005	42	AISkillToPoint	SkillID:60029,ContentID:1,PointID:2	1	300	1
1005	43	AITurnTo	ContentID:1,PointID:0	1	300	0
1005	44	AISkillToPoint	SkillID:60029,ContentID:1,PointID:0	1	300	1
1005	45	AITurnTo	ContentID:1,PointID:3	1	300	0
1005	46	AISkillToPoint	SkillID:60029,ContentID:1,PointID:3	1	300	1
1005	47	AITurnTo	ContentID:1,PointID:1	1	300	0
1005	48	AISkillToPoint	SkillID:60029,ContentID:1,PointID:1	1	300	1
1005	49	AITurnTo	ContentID:1,PointID:4	1	300	0
1005	50	AISkillToPoint	SkillID:60029,ContentID:1,PointID:4	1	300	1
1005	51	AITurnTo	ContentID:1,PointID:2	1	300	0
1005	52	AISkillToPoint	SkillID:60029,ContentID:1,PointID:2	1	300	1
1005	53	AITurnTo	ContentID:1,PointID:5	1	300	0
1005	54	AISkillToPoint	SkillID:60029,ContentID:1,PointID:5	1	300	1
1005	55	AITurnTo	ContentID:1,PointID:3	1	300	0
1005	56	AISkillToPoint	SkillID:60029,ContentID:1,PointID:3	1	300	1
1005	57	AITurnTo	ContentID:1,PointID:6	1	300	0
1005	58	AISkillToPoint	SkillID:60029,ContentID:1,PointID:6	1	300	1
1005	59	AITurnTo	ContentID:1,PointID:4	1	300	0
1005	60	AISkillToPoint	SkillID:60029,ContentID:1,PointID:4	1	300	1
1005	61	AITurnTo	ContentID:1,PointID:7	1	300	0
1005	62	AISkillToPoint	SkillID:60029,ContentID:1,PointID:7	1	300	1
1005	63	AITurnTo	ContentID:1,PointID:5	1	300	0
1005	64	AISkillToPoint	SkillID:60029,ContentID:1,PointID:5	1	300	1
1005	65	AITurnTo	ContentID:1,PointID:0	1	300	0
1005	66	AISkillToPoint	SkillID:60029,ContentID:1,PointID:0	1	300	1
1005	67	AITurnTo	ContentID:1,PointID:6	1	300	0
1005	68	AISkillToPoint	SkillID:60029,ContentID:1,PointID:6	1	300	1
1005	69	AIDoComboSkill	SkillID1:60031,WaitTime1:0,SkillID2:60038,WaitTime2:700,SkillID3:60030,WaitTime3:4000,SkillID4:0,WaitTime4:3000	1	300	1
1005	70	AIDoSkillByID	SkillID:60025	1	300	0
1005	71	AISkillToPoint	SkillID:60029,ContentID:1,PointID:13	1	300	0
1005	72	AIDoChase	0	1	300	0
1005	73	AICircuity	waitTime:500,minDis:6,maxDis:8	1	300	0
1005	74	AIGoHome	BuffID:10,fSpeed:5	1	300	0
1006	0	AIGoHome	BuffID:10,fSpeed:8	1	300	0
1006	1	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60024,WaitTime2:500,SkillID3:60016,WaitTime3:2000,SkillID4:0,WaitTime4:1500	1	300	1
1006	2	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60024,WaitTime2:500,SkillID3:60016,WaitTime3:2000,SkillID4:0,WaitTime4:1500	1	300	1
1006	3	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60024,WaitTime2:500,SkillID3:60016,WaitTime3:2000,SkillID4:0,WaitTime4:1500	1	300	1
1006	4	AIDoChase	0	1	300	0
1006	5	AIDoComboSkill	SkillID1:60015,WaitTime1:0,TurnToTarget1:1,SkillID2:60039,WaitTime2:1800,TurnToTarget2:1,SkillID3:0,WaitTime3:1800	1	300	0
1006	6	AICircuity	waitTime:500,minDis:3,maxDis:5	1	300	0
1007	0	AIAddMonster_RandomRange	MonsterID:128007,fRadis:10,NeedRandom:1,MonsterCount:2	1	300	1
1007	1	AIAddMonster_RandomRange	MonsterID:128007,fRadis:10,NeedRandom:1,MonsterCount:2	1	300	1
1007	2	AIDoSkillByID	SkillID:0	1	300	0
1007	3	AITurnTo	ContentID:1,PointID:-1	1	300	0
604	0	AIDoComboSkill	SkillID1:60120,WaitTime1:0,SkillID2:60111,WaitTime2:900,SkillID3:60121,WaitTime3:10000,SkillID4:0,WaitTime4:1300	1	300	1
604	1	AIEscapeFromSkill	TargetID:100003,SkillID:60024,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
604	2	AIEscapeFromSkill	TargetID:100005,SkillID:60027,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
604	3	AIEscapeFromSkill	TargetID:100005,SkillID:60038,MinEscapeTime:2000,MaxEscapeTime:2000	1	300	0
604	4	AIDoChase	ChaseStopTime:1000	1	300	0
604	5	AIDoSkillByID	SkillID:60113	1	300	0
604	6	AIDoSkillByID	SkillID:60125	1	300	0
604	7	AIRunAway	waitTime:1000	1	300	0
604	8	AIFollow	Range:5,ChaseStopTime:1000	1	300	0
605	0	AIEscapeFromSkill	TargetID:100003,SkillID:60024,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
605	1	AIEscapeFromSkill	TargetID:100005,SkillID:60027,MinEscapeTime:700,MaxEscapeTime:700	1	300	0
605	2	AIEscapeFromSkill	TargetID:100005,SkillID:60038,MinEscapeTime:2000,MaxEscapeTime:2000	1	300	0
605	3	AIDoChase	ChaseStopTime:1000	1	300	0
605	4	AIDoSkillByID	SkillID:60116	1	300	0
605	5	AIDoSkillByID	SkillID:60123	1	300	0
605	6	AIDoSkillByID	SkillID:60114	1	300	0
605	7	AIRunAway	waitTime:1000	1	300	0
605	8	AIFollow	Range:5,ChaseStopTime:1000	1	300	0
606	0	AIEscapeFromSkill	TargetID:100003,SkillID:60024,MinEscapeTime:1000,MaxEscapeTime:1000	1	300	0
606	1	AIEscapeFromSkill	TargetID:100005,SkillID:60027,MinEscapeTime:1000,MaxEscapeTime:1000	1	300	0
606	2	AIEscapeFromSkill	TargetID:100005,SkillID:60038,MinEscapeTime:2500,MaxEscapeTime:2500	1	300	0
606	3	AIDoChase	ChaseStopTime:1000	1	300	0
606	4	AIDoSkillByID	SkillID:60119	1	300	0
606	5	AIDoSkillByID	SkillID:60115	1	300	0
606	6	AIRunAway	waitTime:1000	1	300	0
606	7	AIFollow	Range:5,ChaseStopTime:1000	1	300	0
1008	0	AIDoChase	0	1	300	0
1008	1	AICircuity	waitTime:500,minDis:3,maxDis:5	1	300	0
1008	2	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60017,WaitTime2:500,SkillID3:0,WaitTime3:1633	1	300	0
1008	3	AIDoSkillByID	SkillID:60015	1	300	0
65	0	AIDoComboSkill	SkillID1:60031,WaitTime1:0,SkillID2:60032,WaitTime2:700,SkillID3:60102,WaitTime3:2600,SkillID4:0,WaitTime4:3000	1	300	0
703	0	AIDestroySelf	0	1	300	0
704	0	AIDestroySelf	0	1	300	0
705	0	AIDestroySelf	0	1	300	0
706	0	AIDestroySelf	0	1	300	0
1004	0	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60019,WaitTime2:500,SkillID3:60021,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	100	0
1004	1	AIDoComboSkill	SkillID1:60018,WaitTime1:0,SkillID2:60019,WaitTime2:500,SkillID3:60021,WaitTime3:1500,SkillID4:0,WaitTime4:4000	1	300	0
1004	2	AICircuity	waitTime:500,minDis:5,maxDis:7	1	300	0
1004	3	AIDoSkillByID	SkillID:60016	1	300	0
1004	4	AIDoChase	TargetID:100003,SkillID:	1	300	0
